Date,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
1/1/2014,20.03642857,37.41,75.3,91.59,55.67,26.23,58.48,81.41,124.91,82.34,50.05,41.31,22.43,97.03,39.32,76.4,49.14,114.08,91.37,187.57,55.19,177.26,90.81,25.955,90.73,136.49,140.25,90.54,133.2000013,57.44
1/2/2014,19.75464286,37.16,74.57,91.03,55.2525,26.30333333,58.21,80.54,124.14,82.02,49.49,40.66,22,96.41,39.12,76.27,49,115.795,90.32,185.53,54.86,176.89,89.87,25.79,89.45,136.67,138.13,89.33,131.6100013,56.63
1/3/2014,19.32071429,36.91,75.1,91.85,55.29,26.21666667,58.66,80.45,124.35,81.89,49.73,40.46,21.98,96.54,39.015,76.11,48.42,114.47,90.52,186.64,55.12,178.15,89.82,25.78,89.74,137.62,138.45,89.16,131.0100013,56.82
1/6/2014,19.42607143,36.13,74.24,92.33,54.9575,26.07,59,80.64,124.02,81.1,49.74,40.27,22.01,95.85,38.715,75.82,48.69,113.48,90.43,186,54.23,179.37,88.64,25.46,89.7,138.41,137.63,88.92,130.7700013,57.14
1/7/2014,19.28705357,36.41,76.51,94.29,55.3775,26.15,58.32,81.42,125.07,81.5,50.11,40.39,22.31,96.38,38.745,76.34,49.3,116.43,90.8,189.71,54.95,178.29,88.93,25.585,89.36,140.51,137.65,88.4,129.3300013,57.51
1/8/2014,19.40928571,35.76,75.62,94.16,55.555,25.94333333,58.87,80.24,123.29,81.93,49.79,39.94,22.293,95.41,38.545,75.22,48.5,115.88,90.44,187.97,56.94,178.44,89.14,25.43,89.41,140.82,136.63,87.58,129.4800013,59.36
1/9/2014,19.16139286,35.53,76.08,94.73,55.4775,26.03,58.76,80.42,123.29,81.57,49.52,39.73,22.09,95.46,38.545,74.9,47.5,118.89,90.47,187.38,56.29,177.4,89.71,25.31,88.88,142.13,136.45,87.68,127.8000013,61.14
1/10/2014,19.03357143,36.04,74.7,94.74,55.2825,26.01333333,58.49,80.3,121.01,82.01,49.88,40.13,22.22,95.8,38.46,75.39,47.75,117.99,90.16,187.26,56.95,178.39,90.51,25.53,88.55,141.9,136.18,87.49,128.1300013,60.36
1/13/2014,19.13321429,34.98,73.94,94.5,54.725,25.83,57.7,80.01,119.25,80.97,53.12,39.53,22.19,94.83,37.59,73.27,47.03,116.4,88.87,184.16,56.21,175.88,89.89,25.5,86.99,140.7,134.68,86.34,125.6700013,60.2
1/14/2014,19.51392857,35.78,74.02,94.72,55.6625,25.98666667,57.74,80.87,119.57,81.01,53,39.69,22.41,95.22,37.585,74.45,47.08,117.72,89.39,185.92,57.51,176.6,90.56,26.51,87.12,140.01,137.41,87.45,127.9500013,60
1/15/2014,19.90571429,36.76,74.84,94.8,55.94,25.88666667,59.49,80.79,119.18,81.07,52.52,39.76,22.78,95.46,37.715,74.28,48.27,118.51,89.91,187.74,59.72,178.75,92.41,26.67,88.25,140.62,138.44,87.88,129.1500013,59.49
1/16/2014,19.79464286,36.89,72.76,94.64,55.4425,25.58666667,58.99,80.56,118.83,81.26,52.5,39.71,22.78,96.06,37.395,74.21,48.53,119.03,90.05,188.76,59.21,175.17,92.01,26.54,87.78,140.21,138.16,87.24,129.2700013,59.89
1/17/2014,19.30964286,36.38,72.52,95.06,58.045,25.39666667,58.11,79.88,119.29,81,51.95,39.28,22.74,94.93,36.695,73.98,48.35,119.15,89.95,190.09,59.86,176.28,91.44,25.85,90.97,140.46,137.31,86.47,129.2100013,59.16
1/20/2014,19.30964286,36.38,72.52,95.06,58.045,25.39666667,58.11,79.88,119.29,81,51.95,39.28,22.74,94.93,36.695,73.98,48.35,119.15,89.95,190.09,59.86,176.28,91.44,25.85,90.97,140.46,137.31,86.47,129.2100013,59.16
1/21/2014,19.60964286,36.17,73.16,94.03,57.9825,25.28,58.17,80.18,120.36,80.46,51.83,39.92,22.83,95.08,36.875,74.2,47.7,119.25,90.59,188.43,60.95,173.2,90.6,25.59,90.59,141.67,136.99,85,137.7900014,58.73
1/22/2014,19.69678571,35.93,73.4,94.32,58.2475,25.11666667,57.59,79.23,120.43,80.2,51.35,39.9,22.84,94.88,36.75,75.31,47.33,124.37,91.09,182.25,61.14,173.68,89.64,25.31,91.13,144.37,136.48,84.56,137.0400014,58.91
1/23/2014,19.86357143,36.055,73.2,92.74,57.0625,24.98666667,56.47,78.24,118.39,80.24,51.6,39.24,22.56,95.32,36.365,74.79,47.86,123.6,89.8,182.73,60.08,170.75,88.48,25.13,89.17,141.31,134.71,83.07,134.1600013,58.35
1/24/2014,19.5025,36.805,71.6,90.61,55.3125,24.80666667,55.09,79.18,116.29,79.16,51.98,38.84,22.2,94.43,35.825,72.72,47.63,119.29,88.47,179.64,58.4,167.64,86.17,24.81,86.95,136.65,130.22,81.61,130.2300013,57.23
1/27/2014,19.66071429,36.03,71.65,89.94,54.055,24.71666667,55.09,78.47,116.43,78.94,52.53,38.73,22,94.07,35.95,72.25,47.69,118.52,90.29,177.9,57.08,164.69,91.29,24.72,85.72,137.36,128.96,82.29,129.3000013,57.4
1/28/2014,18.08928571,36.27,71.71,90.1,55.24,24.89,55.74,79.11,116.84,78.54,52.87,38.87,21.75,94.18,36.355,72.88,47.36,120.7,90.45,176.85,59.37,166.25,92.47,24.9,86.64,137.09,129.81,83.1,129.1800013,57.02
1/29/2014,17.88392857,36.66,71.26,88.9,54.28,24.7,55.53,77.64,116,76.68,52.21,37.9,21.65,93.15,35.885,71.33,47.69,119.17,89.74,176.4,57.96,163.9,90.62,24.68,85.55,129.78,130.25,82.21,134.1900013,56.5
1/30/2014,17.84935714,36.86,72.8,89.5,55.22,24.91666667,56,76.87,116.45,76.93,53.51,38.17,21.976,93.8,36.97,73.22,47.63,120.89,91.7,177.36,60.97,165.84,93.2,24.74,86.62,126.53,128.05,82.36,135.9300014,57.26
1/31/2014,17.87857143,37.84,72.28,88.47,53.8575,24.89333333,55.36,76.62,111.63,76.85,52.97,37.82,21.91,94.17,36.425,72.61,48.02,118.95,91.23,176.68,60.53,164.12,93.91,24.54,85.02,125.26,128.19,81.28,136.5300014,57.35
2/3/2014,17.91178571,36.48,70.74,86.78,53.3675,24.22,54.31,75.7,111.14,75.09,52.08,37.2,21.55,93.02,35.44,69.99,46.41,116.75,88.75,172.9,58.47,159.82,92.42,23.95,82.86,123.08,123.9,80.26,134.0700013,55.57
2/4/2014,18.17107143,36.35,70.51,86.62,53.635,24.24333333,54.95,76.09,110.83,74.97,53.51,37.48,21.8,93.09,35.255,71.05,46.82,115.78,89.76,172.84,60.96,161.76,92.5,23.82,84,122.04,126.72,80.35,134.8800013,55.95
2/5/2014,18.30678571,35.82,70.82,87.28,53.9025,24.29,55.21,76.45,109.52,75.26,53.53,37.61,21.98,93.58,35.3,71.76,46.69,115.07,89.59,174.24,61.63,160.42,91.96,23.52,83.72,121.4,127.36,80.44,134.5500013,57.85
2/6/2014,18.30392857,36.18,70.87,88.75,54.7525,24.27333333,56.48,76.9,111.27,76.16,53.77,38.03,22.49,94.94,35.755,75.56,46.68,116.07,91.14,174.67,61.7,161.75,93.83,23.99,85.69,122.67,128.9,80.69,136.7700014,59.22
2/7/2014,18.56,36.56,71.36,90.04,55.445,24.58333333,56.62,77.31,112.05,76.45,54.77,37.95,22.67,95.92,36.345,75.67,46.81,118.9,93.16,177.25,61.55,161.93,94.87,24.205,87,127.02,130.33,80.88,136.8000014,60.96
2/10/2014,18.8925,36.8,69.74,91.07,55.1375,24.58666667,56.74,78.03,111.69,76.41,54.89,38.57,22.83,94.86,36.335,77.06,46.91,120.3,92.85,177.14,61.04,161,94.5,24.29,88.34,127.16,129.7,82.35,137.5200014,60.65
2/11/2014,19.14142857,37.175,70.62,92.97,55.5825,24.93333333,57.43,78.84,113.58,76.7,55.7,38.64,22.71,95.34,36.99,77.79,47.21,121.24,94.16,179.7,61.23,164.39,94.96,24.47,88.58,130.16,130.98,83.21,140.5200014,64.2
2/12/2014,19.14,37.47,70.24,92.42,56.0425,24.98666667,57.52,77.49,112.03,77.28,55,38.51,22.85,94.89,37.055,77.91,47.37,122.21,94.29,180.24,61.48,163.5,96.17,24.55,89.02,128.13,130.44,82.26,139.1100014,65.42
2/13/2014,19.44392857,37.61,71.21,92.56,56.0125,25.12,58.03,77.8,112.51,77.59,55.1,38.65,22.27,95.46,37.435,77.9,47.31,124.15,94.53,181.84,63.13,164.06,96.11,24.7,88.9,129.5,130.14,82.88,138.9000014,66.39
2/14/2014,19.42821429,37.62,73.52,92.76,56.5,25.26333333,58.15,79.4,113.48,77.93,55.44,38.93,22.56,95.78,37.535,79.23,46.51,123.84,94.61,183.69,62.8,163.72,96.55,24.755,89,130.16,132.12,84.02,140.1300014,64.78
2/17/2014,19.42821429,37.62,73.52,92.76,56.5,25.26333333,58.15,79.4,113.48,77.93,55.44,38.93,22.56,95.78,37.535,79.23,46.51,123.84,94.61,183.69,62.8,163.72,96.55,24.755,89,130.16,132.12,84.02,140.1300014,64.78
2/18/2014,19.49964286,37.42,73.83,92.17,56.515,25.11,58.49,77.97,112.71,77.57,55.69,37.47,22.41,96.02,37.605,79.58,45.98,124.94,94.35,183.19,63.73,164.65,96.56,24.76,89.02,130.63,131.8,84.37,140.3400014,64.54
2/19/2014,19.19178571,37.51,73.55,91.64,55.97,24.95,57.26,78.14,113.6,76.45,55.04,37.1,22.28,95.55,37.41,78.87,46.53,123.35,92.95,182.95,63.02,163.26,96.21,24.5,88.84,128.39,130.56,84.01,139.3200014,65.51
2/20/2014,18.96964286,37.75,73.48,92.38,55.865,24.50666667,57.58,77.92,114.6,77.48,55.81,37.3,22.3,95.75,37.79,79.19,48.12,123.49,93.56,184.26,63.01,164.5,96.92,24.74,89.01,129.56,131.56,83.81,141.4200014,66.55
2/21/2014,18.75892857,37.98,73.81,91.52,55.84,24.37333333,57.61,77.97,112.68,77.74,56.03,37.18,22.13,96.45,38.24,80.13,47.27,123.85,93.93,182.79,63.59,164.5,97.5,24.42,88.75,128.28,131.57,83.79,140.8800014,66.32
2/24/2014,18.84107143,37.69,76.01,91.11,56.5475,24.45,58.03,77.86,114.15,77.87,56.18,37.5,22.12,96.5,38.92,80.73,46.23,125.79,93.76,183.45,63.91,166.54,97.32,24.63,89.92,129.59,132.2,83.44,140.8500014,66.52
2/25/2014,18.645,37.54,75.32,91.11,56.7775,24.45,57.03,78.12,114.97,80.98,55.91,37.77,21.84,96.62,39.055,80.21,46.29,124.36,93.87,183.23,63.66,163.48,96.41,24.62,89.91,126.78,132.93,83.34,141.6600014,66.95
2/26/2014,18.47678571,37.47,76.06,91.11,56.5275,24.92666667,56.75,77.86,115.51,81.7,56.27,37.87,21.93,95.89,39.21,80.08,46.35,121.86,93.86,184.06,63.74,162.8,97.2,24.8,89.73,126.61,132.86,83.43,143.4900014,66.51
2/27/2014,18.84535714,37.86,76.02,91.36,56.57,24.85333333,56.69,78.19,115.69,81.97,56.66,38.07,21.92,95.08,39.01,80.48,47.5,123.08,94.37,185.27,66.22,165.38,96.7,24.76,90.29,128.56,134.34,83.85,145.5300015,68.19
2/28/2014,18.79428571,38.31,77.27,92.12,56.485,24.9,56.82,78.66,115.33,82.03,56.99,38.2,21.8,95.15,39.15,80.81,47.58,124.02,94.44,185.17,62.37,166.45,96.97,24.76,91.28,128.92,134.73,83.84,146.1300015,67.95
3/3/2014,18.84857143,37.78,77.1,91.56,55.36,24.70666667,56.21,77.48,114.84,82,56.42,38.12,21.57,94.32,38.695,79.46,47.31,123.69,93.59,184.26,61.49,164.74,96.31,24.5,89.97,128.22,132.21,83.18,145.3200015,67.4
3/4/2014,18.97285714,38.41,78.13,93.34,56.375,25.04333333,57.26,78.45,115.32,82.87,57.06,38.31,21.82,94.98,39.31,81.71,47.9,126,94.6,186.44,63.07,168.73,97.02,24.61,92.61,130.23,132.68,84.11,148.3800015,69.09
3/5/2014,19.01285714,38.11,77.99,92.59,55.7025,24.93333333,58.16,77.82,114.43,82.91,56.88,38.35,21.87,95.02,38.71,82.68,47.38,126.19,94.66,187.14,63.68,171.9,96.37,24.5,92.14,128.79,133.85,84.37,149.7300015,68.48
3/6/2014,18.95535714,38.15,77.64,92.89,55.965,24.96,58.9,78.06,114.85,82.41,57.26,38.47,21.82,95.58,39.11,83.34,47.46,124.19,94.75,187.64,63.14,172.6,97.6,24.63,93.52,128.86,134.08,84.4,149.3400015,66.71
3/7/2014,18.94428571,37.9,77.4,93.32,56.39,24.86,59.4,78.38,115.08,82.55,57.47,38.55,21.73,95.5,39.73,82.21,47.15,122.26,95.44,187.68,60.74,174.26,97.05,24.64,93.86,128.54,134.11,83.93,148.5300015,67.21
3/10/2014,18.96142857,37.82,77.88,93.45,56.375,24.81,59.2,78.53,115.84,82.18,57.32,38.65,21.69,95.2,39.49,81.97,47.03,125.4,95.25,186.39,59.78,173.51,96.75,24.84,93.7,126.89,133.56,83.78,149.4900015,66.78
3/11/2014,19.14607143,38.02,77.78,93.49,56.795,24.97333333,58.19,78.95,114.51,81.29,56.69,38.8,21.61,98.78,39.4,81.05,46.7,124.27,94.11,186.76,61.02,169.89,96.84,24.73,93.2,125.67,132.51,83.58,147.7800015,66.52
3/12/2014,19.16464286,38.27,77.6,93.6,56.525,25.17666667,57.92,79.24,115.65,80.56,56.81,38.47,21.82,98.71,39.485,81.38,46.36,125.98,93.85,186.22,61.52,169.72,96.82,24.76,92.9,124.43,132.57,83.43,147.0900015,66.93
3/13/2014,18.95178571,37.89,77.01,93,55.195,24.97666667,57.42,79.19,114.45,78.8,55.79,37.97,21.52,97.37,39.265,79.93,46.03,123.96,92.85,183.9,59.06,166.7,95.61,24.57,90.69,121.89,130.81,82.59,146.2200015,66.93
3/14/2014,18.73892857,37.7,75.7,92.81,55.1925,24.76,56.8,78.98,114.1,79.38,55.7,38.17,21.3499,97.58,39.16,80.07,46.08,122.54,92.01,182.21,58.16,165.35,95.39,24.5,90.17,123.11,129.83,82.66,145.9500015,67.07
3/17/2014,18.81214286,38.05,76.76,93.93,55.945,24.89333333,57.58,79.84,115.07,79.58,56.26,38.27,21.51,97.6,39.49,81.39,46.31,123.86,93.4,185.81,58.32,166.84,95.67,24.7,91.26,125.42,132.27,83.54,147.0000015,67.34
3/18/2014,18.97857143,39.55,78,93.94,56.6025,24.92333333,58.06,79.77,116.24,79.82,56.36,38.4,21.63,97.31,39.82,81.99,46.7,127.47,93.75,186.81,59.63,168.09,96.41,24.82,91.59,124.04,132.74,83.95,149.0100015,67.2
3/19/2014,18.97357143,39.27,79.96,93.59,55.955,24.79333333,58.3,78.78,115.2,79.75,55.99,38.14,21.63,96.1,39.575,80.52,46.36,126.58,92.89,184.71,58.43,168.18,96.04,25.02,90.73,122.24,131.23,83.2,148.8300015,66.83
3/20/2014,18.88214286,40.33,81.53,94.12,55.455,25.12666667,60.11,78.32,115.51,80.09,55.59,38.45,21.83,96.6,39.635,80.81,47.21,127.05,92.95,187.9,59.12,169.22,96.21,25.425,91.69,123.73,132.43,83.23,150.7200015,66.5
3/21/2014,19.03107143,40.16,81.34,95.93,55.8425,25.36666667,60.17,77.88,115.63,80.42,54.66,38.44,21.64,95.47,37.605,80.35,46.91,122.93,92.99,186.67,57.03,166.95,97.39,25.17,91.52,122.58,133.12,83.78,150.6300015,64.75
3/24/2014,19.25678571,40.5,81.28,95.2,55.1875,25.58666667,61.07,79.3,115.85,79.66,53.78,38.4,21.57,96.18,37.43,79.49,47.01,121.28,91.97,188.25,56.36,165.72,96.85,25.12,91.01,123.42,132.42,83.86,150.4800015,64.31
3/25/2014,19.46392857,40.34,81.1,97.38,54.6,25.62333333,60.93,79.81,117.09,79.47,55.19,38.62,22.34,95.91,36.825,79.55,47.22,120.63,92.44,195.04,56.65,163.25,98.59,25.46,90.84,124.02,134.06,84.03,151.9200015,66.42
3/26/2014,19.27785714,39.79,81.54,97.05,53.92,25.41,59.9,79.5,117.71,78.87,56.02,38.61,22.32,95.84,36.61,78.62,47.01,120.11,90.84,192.62,55.21,161.73,97.8,25.3772,89.66,123.53,133.09,83.43,148.2900015,64.93
3/27/2014,19.195,39.36,81.02,97.28,53.9425,25.38,59.92,79.65,117.67,78.68,55.73,38.82,22.02,96.16,36.66,78.48,47.69,122.29,90.3,189.83,55.97,162.29,98.45,25.31,89.99,123.21,132.84,83.49,143.9700014,64.35
3/28/2014,19.17357143,40.3,81.62,97.44,53.0225,25.33666667,60.04,79.76,118.5,78.72,55.98,38.95,22.33,97.24,36.77,78.99,47.42,120.55,90.89,190.45,55.75,162.3,99.39,25.62,90.46,124.46,134.2,83.99,144.6000014,65.36
3/31/2014,19.16928571,40.99,81.99,98.23,53.965,25.47666667,60.71,80.6,118.91,79.13,56.77,38.66,22.415,98.03,36.93,80.07,47.57,123.34,92.76,192.49,57.09,163.85,99.37,25.814,90.03,125.49,135.66,85.1,145.7700015,66.03
4/1/2014,19.34464286,41.42,81.84,97.94,53.675,25.59,60.67,80.34,119,79.38,56.37,38.41,23.1,97.9,37.195,81.57,47.75,126.07,93.26,194.5,58.8,165.92,99.81,25.99,91.17,128.21,136.53,84.39,149.1300015,65.83
4/2/2014,19.37678571,41.35,81.61,98.23,53.665,25.72666667,60.48,80.13,119.35,79.95,56.46,38.33,22.99,97.59,37.27,81.67,47.82,125.98,93.88,193.55,58.15,167.27,102.63,25.89,90.4,128.31,136,84.65,149.7000015,66.35
4/3/2014,19.2425,41.01,82.25,98.26,53.7525,25.82,60.66,80.1,119.04,79.4,56.21,38.07,23.09,97.66,36.995,81.69,48.12,124.13,94.28,192.69,55.74,166.09,102.55,26.41,90.98,128.78,136.14,84.98,148.6800015,67.09
4/4/2014,18.99357143,39.87,81.53,98.42,51.925,25.77,59.81,79.77,118.8,78.72,56.12,38.22,22.7117,97.87,36.42,80.43,48.04,119.11,93.33,191.77,54.41,163.24,102.17,26.16,89.17,127.38,135.86,85.2,146.0700015,66.05
4/7/2014,18.69535714,39.8,81.08,97.89,50.8525,25.77,59,80.49,117.34,77.13,55.19,38.62,22.85,97.01,35.415,79.13,48.12,118.82,91.9,194.52,53.97,158.56,101.11,26.485,86.6,125.59,134.4,85,143.7900014,65.1
4/8/2014,18.69428571,39.82,80.66,98.06,50.6475,26.06,58.85,81.35,117.8,77.11,55.04,38.9,22.94,98.08,36.46,79.57,48.21,117.98,91.97,193.29,55.21,156.56,102.39,26.91,86.49,124.15,134.84,84.73,144.2100014,63.82
4/9/2014,18.94,40.47,81.39,98.95,51.885,25.99,59.27,81.49,119.1,77.76,57.1,38.99,23.12,98.35,36.78,80.47,47.98,120,93.21,196.64,56.95,158.16,102.99,26.98,88.72,126.88,135.84,85.82,146.9100015,65.52
4/10/2014,18.69571429,39.36,79.99,96.54,50.3875,25.63,57.4,81.09,116.69,76.78,55.85,38.89,22.65,99.43,36.225,77.51,47.47,114.11,91.34,195.68,54.55,155.98,102.26,26.425,85.36,123.64,133.97,84.99,143.1000014,63.4
4/11/2014,18.5575,39.209,78.95,96.87,49.1575,25.5,55.3,80.76,117.03,75.7,55.92,38.63,22.46,99.29,35.625,77.01,47.07,111.94,90.4,195.19,52.87,152.72,101.45,26.1799,84.54,122.07,132.39,85.3,140.8500014,64.26
4/14/2014,18.63142857,39.18,79.18,97.14,50.2525,25.79333333,54.96,80.81,118.7,75.97,55.57,38.73,22.85,100.11,36.19,77.62,47.27,113.32,90.92,197.77,53.78,154.74,102.78,26.56,85.5,123.25,133.15,85.5,142.5000014,65.67
4/15/2014,18.49856786,39.75,79.51,99.2,51.0125,25.62666667,54.8,80.84,120.3,75.89,56.05,40.18,22.89,100.83,36.14,77.66,46.92,115,91.71,197.02,55.23,154.92,102.5,26.77,86.04,124.27,134.09,85.89,142.7100014,66.01
4/16/2014,18.53607143,40.4,78.19,98.75,52.34,25.74,55.26,81.65,121.83,76.58,56.26,40.59,23.03,100.83,36.55,78.95,47.1,115.54,93.3,196.4,55.98,157.22,102.93,26.93,87.4,126.04,136.77,86.78,145.5000015,66.16
4/17/2014,18.74785714,40.01,75.78,98.96,51.9875,25.88666667,55.22,81.76,123.68,77.09,56.47,40.72,23.21,100.25,37.015,79.99,47.6,115.46,93.1,190.01,56.1,157.44,102.83,27.04,86.22,127.92,137.73,86.68,146.1600015,66.75
4/18/2014,18.74785714,40.01,75.78,98.96,51.9875,25.88666667,55.22,81.76,123.68,77.09,56.47,40.72,23.21,100.25,37.015,79.99,47.6,115.46,93.1,190.01,56.1,157.44,102.83,27.04,86.22,127.92,137.73,86.68,146.1600015,66.75
4/21/2014,18.97035714,39.94,74.95,100,52.2825,25.86666667,55.03,81.56,124.24,77.96,57.25,40.75,23.4,99.67,36.95,79.11,47.98,117.02,93.18,192.27,56.11,157.8,102.64,26.95,86.67,127.82,138.62,86.4,146.2500015,66.13
4/22/2014,18.98925,39.99,75.76,100.18,52.4925,25.85333333,55.81,81.25,124,79.67,57.77,40.71,23.52,99.32,37.175,79.45,47.92,119.3,93.34,192.15,57.08,160.46,103.69,26.84,87.07,127.55,138.89,86.89,146.8200015,67.38
4/23/2014,18.74107143,39.69,75.33,100.22,52.205,26.01333333,56.05,80.36,124.69,78.52,57.5,40.73,23.5,99.13,37.05,79.52,47.43,113.315,94.03,191.73,55.64,160.45,103.38,26.75,87.13,130.63,137.99,88.13,148.1100015,67.39
4/24/2014,20.2775,39.86,76.59,99.96,52.35,26.10333333,56.19,81.15,124.3,79.77,57.53,40.7,23.33,99.84,36.695,79.59,46.28,113.72,93.63,190.22,54.73,160.85,105.28,26.75,87.41,129.86,136.65,88.59,147.7200015,67.42
4/25/2014,20.42642857,39.91,75.66,99.79,49.7325,26.20666667,55.7,81.41,123.99,79.38,57.24,41.01,23,100.73,36.35,78.23,45.94,111.41,92.65,189.63,52.8,158.24,104.69,26.26,87.03,128.66,136.56,88.31,145.5000015,66.65
4/28/2014,21.2175,40.87,75.74,101.34,50.355,26.58666667,55.49,82.94,125.73,80.17,56.68,41.03,23.02,100.31,35.835,77.78,46.6,111.48,92.46,193.14,49.13,156.54,104.26,26.33,87.06,127.04,137.23,89.64,141.8700014,67.45
4/29/2014,21.15464286,40.51,75.2,101.03,50.6675,26.55666667,56.1,82.44,125.97,79.52,58.72,40.57,23.16,101.5,36.24,78.64,46.77,111.9,92.47,195.11,50.76,158.24,105.3,26.48,87.79,128.37,137.55,90.9,146.1000015,67.32
4/30/2014,21.07464286,40.4,75.04,101.29,50.6525,26.57,55.98,82.55,125.52,79.51,58.56,40.79,23.11,101.38,36.475,79.34,46.73,111.75,92.9,196.47,51.65,159.82,105.4,26.69,87.43,129.02,139.09,90.58,149.7000015,67.9
5/1/2014,21.12428571,40,74.95,100.53,51.5225,26.56666667,55.72,82.34,124.94,79.33,59.62,40.78,23.01,100.96,36.46,79.56,47.22,112.76,92.24,193.53,52.08,160.37,105.07,26.45,86.82,128.46,140.81,90.83,146.1300015,69.43
5/2/2014,21.16357143,39.69,75.03,99.31,51.105,26.37333333,55.58,81.92,124.72,79.4,58.22,40.95,22.94,101.43,36.495,80.31,47.12,112.42,92.37,191.44,52.44,158.88,105.01,26.41,86.93,129.94,140.12,91,146.0700015,68.86
5/5/2014,21.46285714,39.43,75.23,100,51.7825,26.20666667,54.22,81.7,125.36,78.69,58.63,40.76,22.955,101.14,36.645,81.22,47.39,113.18,92.61,191.26,53.65,156.35,104.52,26.17,87.36,131.96,140.61,90.65,148.0800015,69.85
5/6/2014,21.22892857,39.06,75.26,99.51,51.34,26.00333333,53.34,81.13,124.97,77.42,57.11,40.49,22.72,100.95,36.125,81.03,47.47,112.28,91.58,190.03,51.78,154.54,103.87,26.2,86.2,130.83,139.29,89.88,147.3300015,68.78
5/7/2014,21.15464286,39.425,77.91,100.91,52.175,25.98666667,54.05,82.09,126.23,77.08,55.84,40.91,22.87,101.96,36.09,80.29,48.1,112.77,92.92,189.3,50.43,155.52,104.62,26.37,87.98,130.35,141.14,91.07,148.5600015,69.87
5/8/2014,20.99964286,39.64,76.89,100.5,52.725,26.23,54.36,82.16,125.09,77.05,54.83,40.73,23.018,101.95,36.525,81.6,48.49,110.78,92.96,188.91,50.15,157.4,104.94,26.34,88.62,130.57,140.83,91.24,147.6300015,68.69
5/9/2014,20.91223214,39.54,76.95,100.91,52.7025,26.4,54.01,82.39,125.03,77.71,55.21,40.87,23.02,102.93,36.725,81.95,48.48,111.4825,92.8,190.08,50.28,157.2,105.06,26.3,88.84,131.1,141.34,91.3,147.8100015,68.66
5/12/2014,21.1725,39.97,77.74,100.52,52.925,26.38333333,54.65,81.73,125.24,78.27,55.29,40.82,23.19,102.86,37.315,82.42,48.16,111.73,94.39,192.57,53.43,159.55,106.2,26.37,89.66,132.6,142.82,92.04,150.3600015,69.35
5/13/2014,21.20571429,40.42,78.04,101.02,53.015,26.38,54.62,81.61,125.85,77.27,55.75,41.11,22.86,103.53,37.295,82.08,47.85,110.81,94.22,192.19,52.28,160.28,107.15,26.45,89.09,133.45,142.43,92.91,150.1500015,69.57
5/14/2014,21.20964286,40.24,77.17,100.87,52.465,26.24666667,54.36,81.17,126.42,76.31,56.37,40.89,22.8099,103.03,36.79,80.92,48.01,112.07,92.74,188.72,51.88,159.45,106.53,26.33,88.46,132.99,141.6,92.65,150.6000015,68.61
5/15/2014,21.02928571,39.6,76.48,100.69,51.8625,25.61,53.51,80.53,123.81,76.24,55.89,40.52,24.18,102.5,36.47,80.15,47.96,110.29,91.16,186.46,51.42,156.64,104.99,26.01,87.6,131.21,140.98,92.37,145.8300015,68.11
5/16/2014,21.33964286,39.83,76.65,100.58,52.4525,25.67,53.31,80.33,123.18,77.36,55.87,40.89,24.37,103.14,36.97,80.39,49.07,111.94,91.2,187.06,51.8,156.43,106.03,25.82,87.5,130.81,141.13,92.58,146.9400015,67.77
5/19/2014,21.5925,39.75,77.2,100.64,52.59,25.53666667,53.83,79.93,122.95,76.5,56.35,40.71,24.35,102.09,37.245,81.05,49.15,112.08,91.89,187,53.23,157.67,105.39,26.04,88.12,131.35,141.67,92.77,148.0200015,69.54
5/20/2014,21.59678571,39.68,76.66,100.25,51.98,25.23,53.72,80.23,122.5,77.96,56,40.58,24.12,101.53,36.63,81.09,48.65,112.22,90.36,184.89,52.89,156.35,101.56,26.04,87.09,129.58,140.23,92.67,149.2200015,68.88
5/21/2014,21.65392857,40.35,77.72,101.14,52.525,25.22,54.12,80.49,124.16,78.08,56.58,40.87,24.48,102.56,37.105,82.19,49.17,113.49,91.26,186.39,50.19,159.35,102.88,26.2,87.86,130.96,140.66,92.86,149.8200015,68.85
5/22/2014,21.68821429,40.1,78.34,100.96,52.3425,25.13,54.55,80.65,123.63,78.78,56.49,40.58,24.38,102.45,37.44,82.35,49.45,114.86,91.45,185.68,53.27,159.85,103.08,26.15,88.15,131.84,140.31,93.01,149.3400015,69.83
5/23/2014,21.93321429,40.12,78.77,100.98,53.0175,25.20333333,54.53,80.52,123.37,79.18,56.81,40.58,24.52,102,37.925,83.32,49.74,114.33,91.97,185.94,53.41,160.16,104.03,26.289,88.78,132.41,141.14,92.86,152.0400015,69.79
5/26/2014,21.93321429,40.12,78.77,100.98,53.0175,25.20333333,54.53,80.52,123.37,79.18,56.81,40.58,24.52,102,37.925,83.32,49.74,114.33,91.97,185.94,53.41,160.16,104.03,26.289,88.78,132.41,141.14,92.86,152.0400015,69.79
5/27/2014,22.34392857,40.19,79.11,100.81,53.625,25.19666667,55.14,80.08,122.84,79.69,56.69,40.77,24.71,102.36,38.305,83.74,49.62,115.89,92.36,184.78,54.36,161.77,103.68,26.71,91.39,134.17,141.44,93.49,152.7900015,70.24
