Date,AAPL,MSFT,UNH,JNJ,V,WMT,JPM,PG,CVX,HD,MRK,KO,CSCO,MCD,NKE,DIS,VZ,AMGN,HON,IBM,CRM,GS,CAT,INTC,AXP,BA,MMM,TRV,DD,WBA
4/4/2019,48.9225,119.36,247.39,135.57,157.64,32.70333333,105.56,103.43,124.8,200.45,81.85,46.48,55.14,189.87,85.28,114.75,58.99,192.33,161.07,142.78,158.52,202.23,140.13,55.92,110.12,395.86,215.03,136.52,113.3400011,54.15
4/5/2019,49.25,119.89,248.78,136.18,157.65,32.94333333,105.31,103.65,126.42,202.06,81.15,46.47,55.21,190.71,85.4,115,59.09,195.41,161.7,143.28,158.56,202.38,140.36,55.6,110.96,391.93,215.41,136.4,113.7000011,54.69
4/8/2019,50.025,119.93,248.75,136.14,157.75,33.07666667,105.65,104.97,126.68,203.55,80.95,46.55,55.49,189.85,84.73,114.96,59.13,194.88,162.06,143.39,158.47,202.54,139.82,55.68,110.7,374.52,215.02,135.88,114.4200011,55.06
4/9/2019,49.875,119.28,248.79,135.57,157.49,32.89666667,104.87,104.66,125.54,200.9,80.8,46.67,55.18,190.08,84.28,116.86,58.4,192.98,160.85,142.11,156.97,200.62,136.35,55.32,109.85,369.04,211.96,135.19,114.6600011,54.5
4/10/2019,50.155,120.19,246.03,135.58,158.56,33.2,105.34,104.65,125.49,199.43,80.82,46.64,55.82,189.22,84.88,117.16,58.61,193.89,159.97,143.02,160.24,202.98,137.53,55.75,110.16,364.94,212.11,135.46,115.5000012,54.51
4/11/2019,49.7375,120.33,235.42,135.21,157.86,33.6,106.23,104.75,125.99,201.48,79.84,46.71,55.6,188.88,85,116.6,58.56,192.11,160.9,143.78,160.73,202.83,138.87,55.8,109.85,370.16,213.53,136.28,116.6700012,53.44
4/12/2019,49.7175,120.95,223.22,135.98,159.64,33.85333333,111.21,105.06,119.76,203.85,79.43,46.74,56.29,191.6,86.24,130.06,58.74,191.42,162.47,144.35,160.71,207.84,141.2,56.42,110.91,379.64,217.42,137.72,118.4100012,53.45
4/15/2019,49.8075,121.05,230.2,136.52,160.44,34.14333333,109.94,105.73,120.14,204.86,78.53,47,56.56,191.85,86.83,132.04,58.71,191.2,162,143.9,160.09,199.91,140.25,56.28,110.53,375.46,215.83,136.79,116.7000012,54.24
4/16/2019,49.8125,120.77,220.96,138.02,160.23,34.31,111.1,106.42,121.17,204.47,77.56,46.95,56.95,191.7,87.8,129.9,58.79,188.05,162.86,145.14,158.69,201.84,142.03,56.71,111.88,381.72,216.9,138.34,117.4500012,54.84
4/17/2019,50.7825,121.77,216.84,138.52,160.44,34.38666667,114.3,105.85,120.27,206.55,73.92,47.28,56.31,191.61,88.73,131.75,57.78,182.47,162.89,139.11,155.34,207.9,142.74,58.56,111.76,377.52,217.64,135.87,117.6000012,55.14
4/18/2019,50.965,123.37,221.75,137.52,160.16,34.39333333,113.46,106.05,119.86,205.66,73.19,47.48,56.4,194.91,89.2,132.45,58.04,177.47,169.06,140.33,155.99,205.91,143.36,58.49,113.67,380.07,218.88,138.93,117.0000012,54.63
4/19/2019,50.965,123.37,221.75,137.52,160.16,34.39333333,113.46,106.05,119.86,205.66,73.19,47.48,56.4,194.91,89.2,132.45,58.04,177.47,169.06,140.33,155.99,205.91,143.36,58.49,113.67,380.07,218.88,138.93,117.0000012,54.63
4/22/2019,51.1325,123.76,227.11,137.83,160.4,34.12333333,113.6,106.01,121.9,204.78,73.46,47.4,56.34,193.92,87.36,131.68,58.37,176.36,168.24,138.89,158.76,204.6,142.38,58.82,112.33,375.17,218.54,136.61,114.9600011,54.1
4/23/2019,51.87,125.44,230.58,139.9,161.66,34.35666667,113.74,103.16,122.02,206.05,74.6,48.21,56.69,195.26,87.43,133.36,57.15,179.76,171.81,140.44,161.23,204.14,142.03,58.78,113.97,374.02,219.5,138.01,114.8400011,53.22
4/24/2019,51.79,125.01,230.35,139.2,161.49,34.51,113.55,103.69,118.28,206.72,74.73,47.98,56.88,197.63,88.39,135.1,57.08,178.3,171.29,139.95,159.56,200.54,137.73,58.72,114.02,375.46,219.08,139.18,114.8700011,53.47
4/25/2019,51.32,129.15,230.79,139.65,161.02,34.50666667,113.61,103.28,117.9,206.5,76.34,47.84,56.33,197.93,87.56,137.24,55.85,180.48,170.42,138.63,163.09,201.4,136.13,57.61,115.88,382.8,190.72,139.19,112.8000011,52.68
4/26/2019,51.075,129.89,237,140.39,162.93,33.84333333,114.47,105.86,117.1,203.61,76.63,48.26,55.88,197.42,88.31,139.92,56.58,181.47,172.25,139.44,165.96,203.08,139.03,52.43,117.6,380.79,191.67,140.24,114.0000011,52.85
4/29/2019,51.1525,129.77,237.45,139.84,164.15,33.85333333,116.12,104.78,117.72,202.16,76.78,48.42,56.13,197.12,88.26,139.3,56.84,181.17,172.55,139.05,165.36,206.92,139.02,51.11,116.76,379.05,190.21,141.46,113.8800011,53.56
4/30/2019,50.1675,130.6,233.07,141.2,164.43,34.28,116.05,106.48,120.06,203.7,78.71,49.06,55.95,197.57,87.83,136.97,57.19,179.32,173.63,140.27,165.35,205.92,139.42,51.04,117.23,377.69,189.51,143.75,115.3500012,53.57
5/1/2019,52.63,127.88,231.95,141.95,162.79,33.78666667,115.16,104.93,117.81,198.8,78.72,48.59,55.58,194.17,85.9,136.38,56.52,176.14,170.94,140.56,162.15,204.73,138.15,50.76,117.02,376.8,186.07,143.08,111.9300011,53.68
5/2/2019,52.2875,126.21,232.45,141.28,161.12,33.71666667,115.41,105.56,116.38,201.01,79.52,48.39,54.94,194.61,85.27,134.14,56.99,176.5,171.38,139.59,161.83,204.99,135.17,50.55,117.25,375.8,184.75,142.7,104.010001,53.79
5/3/2019,52.9375,128.9,231.95,142.01,162.04,34.02666667,116.12,106.08,117.27,200.56,80,48.72,54.94,197.52,85.7,134.33,57.24,177.31,173.54,140.25,163.34,207.52,139.06,51.75,119.35,376.46,185.22,143.35,104.670001,54.08
5/6/2019,52.12,128.15,240.5,142.09,162.28,34.15333333,115.09,105.68,118.4,199.63,79.48,48.47,54.59,198.9,83.57,135,56.91,177.06,172.61,140.38,162.5,206.43,136.76,51.22,119.34,371.6,183.04,143.43,100.860001,53.92
5/7/2019,50.715,125.52,238.05,139.97,160.21,33.76666667,113.21,104.7,118.27,194.77,77.9,48,53.45,198.04,82.54,133.44,56.63,173.87,169.85,137.64,156.9,202.63,133.67,50.48,118.22,357.23,179.12,141.71,96.42000096,52.94
5/8/2019,50.725,125.51,239.15,139.79,160.76,33.43333333,112.61,105.07,117.5,195.17,78.18,47.85,53.47,198.03,82.77,134.99,56.38,172.15,170.36,138,156.86,200.95,131.95,49.24,117.49,359.75,178.59,141.53,95.04000095,53.5
5/9/2019,50.18,125.5,237.97,138.73,159.81,33.18,112.52,104.24,121.19,194.58,78.33,47.4,52.92,197.73,82.98,133.59,56.48,172.87,170.39,135.34,156.31,201.63,131.2,46.62,117.26,354.13,175.28,141.83,92.97000093,53.56
5/10/2019,49.295,127.13,240.59,139.05,160.71,33.97,112.51,106.01,121.99,194.58,78.19,48.19,53.36,199.99,83.95,134.04,56.91,171.85,171.63,135.32,159.94,202.05,131.34,46.2,118.46,354.67,175.86,143.96,94.44000094,53.42
5/13/2019,46.43,123.35,239.55,137.2,157.33,33.29666667,109.45,106.11,120.44,190.34,77.17,48.05,51.3,199.03,82.53,131.34,56.75,167.6,166.82,131.42,153.15,194.97,125.3,44.76,115.9,337.37,174.07,143.41,90.72000091,52.12
5/14/2019,47.165,124.73,236.43,136.82,160.21,33.43,110.32,105.6,121.64,191.62,77.42,48.69,52.02,198.01,83.67,133.2,56.55,167.81,168.16,133.31,158.07,196.28,127.47,45.17,117.01,343.04,175.21,145.71,92.28000092,52.58
5/15/2019,47.73,126.02,236.08,136.91,162.79,33.29333333,109.9,106.7,122.14,191.76,77.55,49.18,52.44,199.07,84.01,134.68,56.81,169.87,169.38,134.4,155.06,196.4,127.3,45.62,117.66,345.64,174.12,146.52,90.3000009,52.74
5/16/2019,47.52,128.93,236.79,138.21,164.87,33.77,111.31,108.11,120.8,192.38,79.13,49.58,55.93,199.99,84.28,135.5,57.38,169.92,170.79,135.88,158.48,199.14,126.61,45.53,119.84,353.81,171.81,147.41,92.40000092,52.5
5/17/2019,47.25,128.07,241.38,138.61,164.09,33.62,110.77,107.45,120.52,192.58,78.72,49.2,56.35,199.22,84.57,135.04,58.09,169.91,169.95,134.32,154.57,197.43,122.76,44.89,119.07,355.02,169.09,147.49,92.91000093,52.27
5/20/2019,45.7725,126.22,245.99,138.42,163.47,33.84,111.35,107.33,120.84,190.95,78.88,48.85,56.01,198.99,82.85,133.91,59.01,168.39,168.62,135.12,155.98,197.24,122.43,43.56,119.84,352.79,166.25,148.17,93.09000093,52.26
5/21/2019,46.65,126.9,249.94,138.12,163.86,33.70666667,111.73,106.37,121.34,191.45,79.5,48.6,56.52,199.84,83.64,134.09,59.5,169.69,169.6,136.45,155.78,199.11,124.95,44.46,120.55,358.75,167.3,147.47,95.97000096,52.76
5/22/2019,45.695,127.67,249.34,138.76,164.24,34.07666667,110.82,106.72,120.57,188.91,80.98,49.65,55.69,199.96,83.2,133.85,59.25,171.3,169.31,136.35,157.64,195.52,123.56,44,120.01,352.78,169.74,147.96,95.16000095,52.94
5/23/2019,44.915,126.18,246.5,139.79,161.51,33.95333333,108.64,106.76,117.87,192,81.02,49.85,54.19,198.97,82.64,132.73,58.87,172.11,166.44,132.39,153.71,191.97,122.26,44.53,118.43,350.55,165.87,146.94,92.82000093,51.61
5/24/2019,44.7425,126.24,247.63,138.85,162.64,34.22333333,109.71,106.69,118.71,193.59,81.17,49.61,54.37,197.77,82.16,132.79,59.32,171.28,166.68,132.28,154.51,193,122.9,44.57,119.51,354.9,166.09,147.94,93.24000093,51.77
5/27/2019,44.7425,126.24,247.63,138.85,162.64,34.22333333,109.71,106.69,118.71,193.59,81.17,49.61,54.37,197.77,82.16,132.79,59.32,171.28,166.68,132.28,154.51,193,122.9,44.57,119.51,354.9,166.09,147.94,93.24000093,51.77
5/28/2019,44.5575,126.16,242.06,137.07,163.71,34.14,108.52,104.46,118.31,191.55,80.26,49.1,53.93,196.67,81.2,132.62,58.73,168.85,165.26,130.46,155.19,189.44,121.59,43.57,118.17,354.88,163.35,146.28,92.31000092,51.69
5/29/2019,44.345,124.94,242.4,131.33,162.73,34.04,108.22,104.19,116.77,189.99,79.36,48.61,53.18,196.02,78.87,131.57,58.18,169.18,164.37,129.69,152.89,188.05,121.48,44.23,117.01,348.8,161.4,145.07,93.27000093,51.13
5/30/2019,44.575,125.73,243.5,132.11,162.76,34.06333333,107.06,105.33,115.38,191.08,79.68,49.25,53.57,199.24,79.26,132.2,56.83,169.04,165.45,129.57,155.66,187.37,121.84,44.73,116.74,349.87,160.58,145.73,93.51000094,50.55
5/31/2019,43.7675,123.68,241.8,131.15,161.33,33.81333333,105.96,102.91,113.85,189.85,79.21,49.13,52.03,198.27,77.14,132.04,54.35,166.7,164.31,126.99,151.41,182.49,119.81,44.04,114.71,341.61,159.75,145.57,91.56000092,49.34
6/3/2019,43.325,119.84,236.56,131.44,158.6,33.98666667,106.46,103.8,115.99,189.57,80.26,49.98,51.78,198.78,77.96,132.47,56.38,172.36,166.47,128.27,145.1,183.19,120.65,43.46,114.62,338.89,160.04,146.79,76.1,49.91
6/4/2019,44.91,123.16,240.76,133.73,162.33,34.18666667,109.74,104.68,117.3,195.25,81.08,50,53.23,199.63,81.62,134.82,56.22,174.73,168.15,132.69,150.81,189.88,122.08,44.79,116.85,344.62,164.29,147.55,74.11,51.5
6/5/2019,45.635,125.83,242.77,134.38,165.39,34.80666667,110.13,106.73,117.65,196.69,81.69,50.78,54.75,200.13,82.72,135.94,57.03,174.55,169.41,131.49,158.44,188.44,123.12,44.55,118.12,348.75,163.85,149.85,74.86,50.8
6/6/2019,46.305,127.82,241.82,136.68,166.92,35.03666667,110.37,107.38,120.68,197.17,81.44,51.4,55.1,203.05,82.45,137.21,57.54,174.45,170.26,132.22,159.31,189.81,123.39,45.1,119.43,350.64,164.72,149,72.66,50.98
6/7/2019,47.5375,131.4,246.77,138.55,170.05,35.35333333,109.16,108.77,121.48,197.3,82.46,51.49,55.93,205.48,83.41,138.04,57.24,175.51,172.26,133.31,161.27,189.81,124.46,46.03,121.11,353.7,166.61,149.53,73.64,51.97
6/10/2019,48.145,132.6,248.14,139.02,170.82,35.84,110.34,108.72,122.29,198.05,82.48,51.38,56.42,201.3,82.58,137.07,56.15,175.58,171.28,134.74,152.79,194.12,125.74,46.8,122.66,353.8,168.29,149.32,73.75,52.29
6/11/2019,48.7025,132.1,245.87,139.78,170.31,35.98,110.68,109.38,121.17,198.01,82.98,51.33,57.11,203.26,83.26,135.08,56.83,174.62,171.65,135.95,150.15,194.73,127.28,46.85,123.23,349.33,168.91,149.19,73.73,52.88
6/12/2019,48.5475,131.49,244.5,141.68,171.59,36.27333333,109.27,109.68,120.19,198.94,83.71,51.64,55.86,204.93,82.63,135.72,57.36,175.6,172.9,134.87,151.28,190.22,127.1,46.32,122.03,347.03,169.01,149.73,73.46,52.12
6/13/2019,48.5375,132.32,244.96,140.71,169.35,36.21666667,109.54,110.91,120.91,202.35,82.9,51.13,56.17,204.49,83.61,141.74,57.62,176.71,173.19,135.76,151.34,191.45,127.17,46.7,121.86,348.86,168.85,149.41,74.83,52.89
6/14/2019,48.185,132.45,245.37,140.09,169.66,36.35666667,109.82,111.2,120.81,205.77,82.78,51.31,54.75,205.29,83.44,141.65,58.28,176.08,172.81,135.15,150.01,191.66,127.23,46.19,122,347.16,166.69,150.11,75.08,52.57
6/17/2019,48.4725,132.85,245.97,139.44,169.56,36.38666667,109.22,110.99,121.39,206.98,83.3,50.87,55.4,203.81,82.11,140.97,57.63,178.39,172.36,134.95,150.29,190.83,127.32,46.13,121.45,354.9,166.78,149.92,74.75,52.81
6/18/2019,49.6125,135.16,245.7,140.23,169.28,36.55,110.71,109.6,122.93,207.48,84.49,50.64,56.05,204.51,84.3,139.24,57.33,181.61,175.75,136.38,150.59,194.98,130.33,47.37,123.43,373.96,171.86,150.33,74.25,52.8
6/19/2019,49.4675,135.69,250.19,140.45,170.69,36.54,109.91,110.42,122.89,207.94,85.36,51.12,56.13,204.55,83.55,140.92,57.63,182.77,175.41,137.08,154.14,195.64,130.61,47.07,124.68,368.56,170.75,151.6,72.97,52.9
6/20/2019,49.865,136.95,247.76,142.21,173.74,36.77333333,110.19,111.74,124.28,211.25,84.6,51.66,57.41,205.12,85.24,142.02,57.34,184.08,176.29,138.85,157.2,195.7,133.63,47.19,124.92,374.88,173.94,152.19,74.98,52.88
6/21/2019,49.695,136.97,252.28,142.09,173.44,37.04333333,109.44,111.2,124.93,209.39,84.57,51.55,57.03,204.26,85.75,140.23,57.77,187.11,174.31,139.2,156.84,195.94,133.89,47.46,124.73,371.84,173.35,151.48,74.64,52.45
6/24/2019,49.645,137.78,249.64,143.06,173.85,37.08,108.66,112.33,124.91,205.5,85.51,51.92,57.18,203.92,84.5,139.22,58.27,184.83,174.61,139.35,152.56,197.49,134.37,47.63,124.14,373.99,173.38,152.02,74.7,51.95
6/25/2019,48.8925,133.43,247.66,144.24,171.28,36.90666667,107.76,111.72,123.64,204.74,85.24,51.76,56.08,205.71,82.62,139.94,58,184.44,173.94,138.36,149.34,196.06,133.71,46.85,123.16,369.32,172.03,153.13,74.13,52.95
6/26/2019,49.95,133.93,243.47,141.85,171.06,36.72,108.48,109.73,123.93,206.42,83.54,51.12,56.6,204.55,82.55,140.4,56.99,183.17,173.59,138.52,149.04,197.01,135.15,48.19,123.59,374.94,171.88,148.7,73.84,52.38
6/27/2019,49.935,134.15,246.34,140.69,171.23,36.7,108.84,109.78,123.11,207.02,83.83,51.08,55.73,206.27,83.66,139.3,57.25,184.02,173.84,138.52,150.69,199.32,135.5,47.46,123.94,364.02,171.5,149.2,73.83,54.52
6/28/2019,49.48,133.96,244.01,139.28,173.55,36.83,111.8,109.65,124.44,207.97,83.85,50.92,54.73,207.66,83.95,139.64,57.13,184.28,174.59,137.9,151.73,204.6,136.29,47.87,123.44,364.01,173.34,149.52,75.07,54.67
7/1/2019,50.3875,135.68,242.64,139.36,173.94,36.87333333,113.68,110.49,124.84,210.28,84.75,51.6,54.74,206.3,85.41,141.65,56.66,186.35,176.81,139.88,154.06,206.86,136.6,48.05,124.92,356.46,174.51,151.42,75.82,54.65
7/2/2019,50.6825,136.58,243.97,140.03,175.28,37.2,113.8,111.48,122.93,210.14,85.51,51.98,55.81,209.58,84.96,142.53,58.13,186.64,176.62,140.22,154.12,205.98,135.85,48.12,125.1,354.16,174.02,152.83,74.84,54.96
7/3/2019,51.1025,137.46,245.21,142.14,176.87,37.44,112.82,114.08,123.35,212.1,86.9,52.1,56.48,212.81,86.2,142.98,58.13,188.58,178.4,141.54,155.59,206.04,135.59,48.52,125.86,354.47,174.98,154.3,74.18,55.19
7/4/2019,51.1025,137.46,245.21,142.14,176.87,37.44,112.82,114.08,123.35,212.1,86.9,52.1,56.48,212.81,86.2,142.98,58.13,188.58,178.4,141.54,155.59,206.04,135.59,48.52,125.86,354.47,174.98,154.3,74.18,55.19
7/5/2019,51.0575,137.06,246.99,140.57,176.66,37.32666667,113.49,113.15,123.54,211.46,85.6,52.11,56.6,211.24,86.82,142.45,58.31,185.94,176.59,141.38,154.58,207.9,135.49,48.08,125.4,355.86,172,154.09,73.74,55.19
7/8/2019,50.005,136.96,247.84,140.97,176.19,37.57333333,112.87,114.05,123.6,212.91,84.04,52,56.19,212.16,88.48,141.02,57.89,182.24,175.67,140.57,152.81,205.75,134.84,47.82,124.85,351.12,169.19,153.8,72.11,55.43
7/9/2019,50.31,136.46,246,141.41,177.73,37.62666667,113.35,112.91,123.35,212,84.86,51.59,56.34,212.09,88.04,141.61,56.41,181.59,175.52,139.33,153.95,207.77,134.29,47.75,125.9,353.09,165.7,153.45,70,55.5
7/10/2019,50.8075,137.85,247.48,141.21,179.31,37.66,113.02,113.75,125.44,210.75,84.82,51.82,57.13,213,87.44,143.54,57,182.27,174.46,140.47,156.27,205.97,132.64,48.21,126.89,352.3,165.7,153.33,69.65,55.57
7/11/2019,50.4375,138.4,261.16,140.11,180.74,37.97333333,114.1,114.38,125.43,214.04,81,52.04,57.3,212.69,88.29,143.56,56.92,178,174.54,141.24,158.9,211.35,133.96,48.6,127.28,359,169.04,152.43,69.5,55.62
7/12/2019,50.825,138.9,265.9,134.3,180.33,38.2,115.3,114.99,125.98,218.23,79.73,52.12,57.95,212.99,89.12,144.88,57.19,174.93,177.14,142.74,158.08,213.94,138.36,49.92,127.96,365.33,173.34,153.39,71.52,55.74
7/15/2019,51.3025,138.9,265.96,134.71,180.57,38.32666667,113.9,115.48,125.72,218.7,80.96,52.13,58.05,214.21,89.48,145.06,57.58,176.12,175.01,143.32,159.65,211.58,139.64,50.12,128.57,361.61,172.84,154.83,71.94,55.89
7/16/2019,51.125,137.08,264.66,132.5,179.31,38.25333333,115.12,115.89,124.76,217.26,81.59,52.14,57.62,213.72,88.6,144.3,57.41,177.47,174.78,143.53,157.13,215.52,139.09,49.17,128.06,362.75,176.49,154.59,72.32,55.81
7/17/2019,50.8375,136.27,266.65,131.86,179.15,38.2,113.99,115.94,124.14,215.61,81.92,52.18,57.21,213.71,87.5,142.57,57.22,177.06,168.62,143.07,158.24,213.3,135.73,49.39,127.08,369.52,174.67,152.38,71.3,54.52
7/18/2019,51.415,136.42,260.6,132.07,180.53,38.24,114.67,115.44,124.68,214.44,82.69,52.03,57.74,215.91,87.44,141.63,57.21,179.54,173.88,149.63,157.98,214.52,134.89,49.94,128.4,361.11,173.06,152.71,71.58,54.82
7/19/2019,50.6475,136.62,256.65,130.31,179.24,37.96666667,113.54,115.01,125.04,213.04,81.39,51.39,57.36,213.87,86.55,139.85,56.59,178.39,172.99,149.68,156.75,213.52,136.23,50.27,124.82,377.36,172.61,150.23,71.57,54.44
7/22/2019,51.805,138.43,255.32,128.64,180.57,37.60666667,114.27,115.3,125.31,211.27,81.21,51.22,57.73,215,85.97,140.84,55.5,175.89,173.58,149.74,157.7,214,135.24,51.35,126,373.42,174.64,149.71,71.97,53.94
7/23/2019,52.21,139.29,255.01,128.84,180.9,37.36333333,116.36,113.85,125.82,213.08,82.03,54.33,57.71,214.31,86.7,141.26,55.48,176.01,174.86,150.38,156.25,219.43,138.1,51.75,128.2,373.07,177.52,147.5,73.24,54.65
7/24/2019,52.1675,140.72,251.13,129.78,183.33,37.33333333,116.83,112.6,126.54,214.71,81.75,53.78,57.23,212.78,86.7,141.29,55.97,175.77,173.96,150.03,159.75,222.03,131.91,52.92,127.95,361.43,179.42,148.85,74.23,55.2
7/25/2019,51.755,140.19,248.7,131.12,181.59,37.40666667,115.71,112.77,125.63,215.55,81.75,53.07,56.62,214.44,87.28,143.21,56.36,174.11,173.77,150.39,159.35,219.98,134.71,52.16,127.15,348.09,178.13,148.49,73.15,54.76
7/26/2019,51.935,141.34,252.94,130.73,183.69,37.67333333,116.22,114.73,123.72,216.91,81.43,54.17,56.53,215.58,87.54,144.65,57.08,175.34,173.61,151.36,159.97,222.14,132.92,51.59,126.78,345,173.98,149.93,73.21,55.05
7/29/2019,52.42,141.03,253.82,133.02,183.21,37.42333333,115.85,116,124.23,218.04,82.49,53.99,56.93,214.98,87.62,146.39,57.37,176.08,174.53,150.88,156.21,220.32,134.46,52.51,127.19,340.21,176.76,148.74,73.09,55.12
7/30/2019,52.195,140.35,254.93,132.08,181.53,37.35333333,115.59,120.41,124.34,217.36,83.27,53.72,56.47,212.34,87.2,144.93,56.63,176.45,173.91,149.77,156.96,221.4,132.95,51.7,126.47,347.46,177.63,147.62,73.4,55.4
7/31/2019,53.26,136.27,249.01,130.22,178,36.79333333,116,118.04,123.11,213.69,82.99,52.63,55.4,210.72,86.03,143.01,55.27,186.58,172.46,148.24,154.5,220.13,131.67,50.55,124.37,341.18,174.72,146.62,72.16,54.49
8/1/2019,52.1075,138.06,249.25,130.29,179.17,36.46,112.94,116.73,120.74,212.83,83.69,52.03,55.39,211.25,83.12,141.85,55.26,186,169.55,150.32,150.81,211.6,126.79,49.5,124.09,334.29,173.36,145.78,71.69,54.07
8/2/2019,51.005,136.9,250.05,131.07,177.42,36.46666667,112.93,116.44,120.73,212.15,84.47,52.33,53.25,214.48,81.14,141.71,55.59,187.22,168.01,147.25,145.7,209.37,124.54,48.68,124.31,339.56,170.55,146.92,69.05,53.68
8/5/2019,48.335,132.21,245.06,130.16,168.86,35.27333333,109.57,113.08,118.74,204.94,83.12,51.65,51.37,210.45,78.97,138.3,55.22,181.5,162.01,140.76,142.82,201.68,121.65,46.97,120.72,331.06,164.71,143.93,66.06,51.87
8/6/2019,49.25,134.69,248.28,130.77,172.48,35.75666667,110.43,114.28,119.38,208.8,84.35,52.27,52.6,214.08,81.3,141.87,55.05,184.46,164.52,140.73,142.8,206.01,122.08,46.96,122.55,332.45,163.71,145.96,68.53,51.45
8/7/2019,49.76,135.28,246.45,130.21,175.32,36.06666667,108.03,115.52,119.1,207.91,84.25,53.18,52.34,216.83,81.28,134.86,55.09,183.54,163.39,139.11,141.64,205.74,120.78,46.73,123.54,331.38,163.64,147.36,69.77,52.48
8/8/2019,50.8575,138.89,247.62,131.68,179.9,36.17333333,109.86,117.44,123.23,211.57,84.73,53.69,53.16,218.01,83,137.89,55.82,185.23,167.01,140.1,143.82,207,122.02,47.17,125.29,336.35,164.22,148.22,70.76,53.02
8/9/2019,50.2475,137.71,248.63,132.04,179.05,35.76,109.74,116.78,122.42,210.02,85.52,53.42,52.43,221.15,81.98,138.52,55.78,196.25,166.67,136.13,143.37,206.9,119.38,45.98,126.17,337.55,163.47,149.07,69.04,52.79
8/12/2019,50.12,135.79,243.2,131.93,176.34,35.07333333,107.68,116.03,121.55,207.01,85.73,53.2,51.54,217.16,81.65,135.75,55.69,205.78,164.96,134.12,140.72,201.52,116.72,45.6,123.95,332.94,162.1,146.3,67.94,52
8/13/2019,52.2425,138.6,249.22,133.42,178.61,35.80333333,109.34,117.25,122.39,208.33,86.08,53.5,52.72,219.73,83.32,137.01,56.37,206.12,167.98,135.79,143.88,204.11,119.01,46.84,126.32,332.86,164.88,148.22,68.48,53.07
8/14/2019,50.6875,133.98,243.2,130.26,173.51,35.4,104.8,115.79,117.74,201.59,83.4,52.99,50.61,216.48,81.03,132.85,55.72,198.87,164.04,131.25,139.72,195.56,115.21,45.87,122.65,320.42,158.81,143.48,65.78,50.41
8/15/2019,50.435,133.68,244.25,130.54,176.27,37.56333333,105.2,117.39,116.95,201.79,83.46,53.87,46.25,218.27,79.51,133.41,56.3,199.31,162.27,131.92,142.13,196.18,115.25,45.7,122.38,328,156.84,145.59,65.17,49.29
8/16/2019,51.625,136.13,245.69,131.36,178.23,37.66333333,107.72,119.18,115.81,203.65,85.06,54.41,46.96,218.47,80.28,135.2,56.65,204.02,165.03,133.76,143.89,199.42,116.43,46.5,124.63,330.45,161.5,146.81,66.12,50.48
8/19/2019,52.5875,138.41,244.71,132.25,179.74,37.93666667,108.69,120.24,117.31,207.95,86.19,54.69,48.5,218.78,81.13,135.29,57,206,165.86,135.04,143.67,202.2,117.36,47.23,124.4,333.78,162.95,147.58,67.43,51.16
8/20/2019,52.59,137.26,240.16,130.6,179.24,37.35,107.31,118.9,116.13,217.09,85.65,53.88,47.93,218.47,80.53,135.13,56.27,203.17,163.47,133,145.54,199.98,116.67,46.6,121.42,331.75,161.01,146.51,67.1,50.67
8/21/2019,53.16,138.79,240.35,131.53,180.94,37.34,107.61,119.2,117.88,220.4,86.91,54.1,48.77,220.71,82.74,135.76,56.59,203.94,163.79,134.25,147.38,200.68,117.68,47.15,122.5,339.99,161.15,147.04,67.76,50.9
8/22/2019,53.115,137.78,232.94,131.27,180.09,37.30333333,108.72,119.42,117.73,221.02,86.72,54.49,48.18,219.49,83.31,136.08,56.78,203.42,162.9,134.32,148.24,202.42,117.89,46.78,122.27,354.41,160.88,147.81,67.67,50.95
8/23/2019,50.66,133.39,230.66,127.73,175.23,36.94333333,106.02,117.32,115.18,217.47,84.94,53.74,46.61,214.66,80.44,131.67,55.92,199.08,156.49,129.57,151.57,196.2,114.06,44.96,117.76,356.01,155.85,144.73,66,49.32
8/26/2019,51.6225,135.45,231.08,127.8,177.59,37.33,106.87,119.32,115.74,218.65,85.88,54.54,47.1,216.91,82.25,134.61,56.71,205.41,156.91,129.99,155.14,199.65,114.42,45.56,118.53,359.04,156.12,147.34,64.26,50.04
8/27/2019,51.04,135.74,222.93,129.64,178.38,37.47333333,105.74,120.55,115.83,218.21,85.52,54.72,46.79,216.05,82.03,134.49,57.18,206.49,157.48,131.17,153.57,198.07,113.38,45.79,117.75,354.73,155.75,147.1,63.96,49.45
8/28/2019,51.3825,135.56,227.35,128.68,178.67,37.57333333,106.8,121.4,116.83,221.95,86.48,55.11,46.87,218.07,83.48,136.55,57.95,207.52,159.55,132.76,151.83,200.42,114.86,45.79,119.09,359.97,157.55,146.37,64.06,49.95
8/29/2019,52.2525,138.12,230.62,128.24,181.17,38.02666667,109.22,121.18,117.52,227.32,86.72,55.05,47.27,220.54,85.38,137.84,57.94,206.98,163.6,134.88,155.93,203.44,117.77,46.87,120.74,362.74,160.36,146.94,65.77,50.4
8/30/2019,52.185,137.86,234,128.36,180.82,38.08666667,109.86,120.23,117.72,227.91,86.47,55.04,46.81,217.97,84.5,137.26,58.16,208.62,164.62,135.53,156.07,203.91,119,47.41,120.37,364.09,161.72,146.96,67.93,51.19
